,year,make,model,body,transmission,state,condition,odometer,color,interior,mmr,sellingprice,income,using_time,region
249391,2014,kia,Soul,wagon,automatic,fl,3.7,33844.0,black,black,12600,12600,59100,1,southeast
409672,2008,nissan,Sentra,sedan,automatic,il,1.9,62617.0,black,gray,5550,4800,73130,7,midwest
394049,2007,toyota,Corolla,sedan,automatic,nc,1.9,209403.0,silver,gray,1700,2900,61490,8,southeast
375902,2013,chevrolet,Impala,sedan,automatic,sc,4.1,34742.0,white,beige,13150,13400,56120,2,southeast
204242,2013,hyundai,Sonata Hybrid,sedan,automatic,fl,3.6,44612.0,red,beige,13000,13100,59100,2,southeast
347098,2004,chevrolet,Suburban,suv,automatic,ga,3.6,181192.0,blue,tan,3850,4800,61450,11,southeast
43988,2013,mercedes-benz,E-Class,sedan,automatic,ca,4.0,20047.0,black,black,34200,34000,77030,2,pacific
300038,2012,toyota,Camry,sedan,automatic,oh,3.6,17781.0,black,black,15250,16000,64520,2,midwest
177512,2012,ford,Fusion,sedan,automatic,md,3.6,37420.0,blue,black,11250,10400,89090,3,northeast
335187,2004,honda,Civic,sedan,automatic,ga,2.5,76270.0,blue,beige,4000,4200,61450,10,southeast
34905,2013,mercedes-benz,C-Class,sedan,automatic,ca,4.4,4923.0,black,black,24500,24000,77030,2,pacific
224268,2011,ford,Focus,sedan,automatic,fl,2.8,125534.0,black,black,4200,4600,59100,4,southeast
54802,2013,hyundai,Elantra,sedan,automatic,ca,3.5,20783.0,white,beige,14200,14100,77030,2,pacific
412451,2012,honda,Accord,sedan,automatic,il,3.6,44114.0,black,beige,13050,13200,73130,3,midwest
240879,2012,lexus,IS 250,sedan,automatic,fl,3.6,23963.0,gray,beige,21400,21200,59100,3,southeast
179356,2012,volkswagen,Golf,hatchback,automatic,md,4.1,63122.0,red,black,9025,8700,89090,3,northeast
454899,2004,nissan,Maxima,sedan,automatic,ma,1.9,94580.0,silver,gray,3775,3800,82150,11,northeast
272766,2011,mazda,Mazda3,sedan,automatic,nj,2.5,14894.0,gray,black,11000,9200,82750,4,northeast
111820,2012,nissan,Altima,sedan,automatic,pa,4.3,38742.0,black,black,11750,12400,73100,3,northeast
215498,2012,infiniti,G Sedan,sedan,automatic,fl,2.9,48140.0,blue,black,18650,17400,59100,3,southeast
92314,2002,buick,LeSabre,sedan,automatic,tx,2.6,137097.0,blue,gray,1875,1600,68360,13,southwest
228730,2007,bmw,7 Series,sedan,automatic,fl,2.0,107608.0,black,tan,11400,11600,59100,8,southeast
199349,2013,toyota,Corolla,sedan,automatic,fl,4.4,15711.0,black,black,13900,13900,59100,2,southeast
274465,2013,dodge,Grand Caravan,van,automatic,nj,3.6,47171.0,—,black,14400,13000,82750,2,northeast
42686,2013,ford,Focus,sedan,automatic,ca,3.0,38116.0,silver,black,10500,11700,77030,2,pacific
267844,2010,jeep,Liberty,suv,automatic,nj,4.2,92738.0,beige,black,9875,9600,82750,5,northeast
276857,2008,pontiac,G6,sedan,automatic,nj,3.7,93555.0,silver,gray,5150,4500,82750,7,northeast
138926,2007,buick,Lucerne,sedan,automatic,mn,4.0,126085.0,gold,beige,4925,5400,83200,8,midwest
213344,2011,mazda,CX-9,suv,automatic,fl,2.5,97014.0,black,black,9600,9600,59100,4,southeast
236527,2006,dodge,Charger,sedan,automatic,fl,3.0,93971.0,silver,black,6700,5700,59100,9,southeast
68135,2008,chevrolet,Equinox,suv,automatic,tx,3.5,74905.0,silver,gray,6900,6500,68360,6,southwest
383736,2007,chevrolet,TrailBlazer,suv,automatic,nc,2.9,82076.0,silver,gray,5650,5800,61490,8,southeast
210997,2012,ford,Fiesta,sedan,manual,fl,3.8,54688.0,white,beige,7900,7600,59100,3,southeast
218901,2014,chevrolet,Cruze,sedan,automatic,fl,4.0,10939.0,silver,black,13500,13400,59100,1,southeast
77376,2013,ford,E-Series Van,van,automatic,tx,4.2,67854.0,white,gray,13650,14600,68360,2,southwest
280447,2012,nissan,Maxima,sedan,automatic,nj,3.6,39013.0,white,black,17100,15600,82750,3,northeast
421375,2013,toyota,Corolla,sedan,automatic,il,2.5,49803.0,white,black,11650,12000,73130,2,midwest
139042,2013,ford,Focus,hatchback,automatic,mn,1.9,61298.0,red,gray,8675,8700,83200,2,midwest
422119,2013,ford,Escape,suv,automatic,il,4.9,12090.0,brown,gray,17050,18300,73130,2,midwest
68330,2014,ford,Expedition,suv,automatic,tx,4.9,6339.0,white,tan,42400,44000,68360,1,southwest
274238,2006,toyota,Highlander Hybrid,suv,automatic,nj,2.5,60659.0,black,gray,12050,10700,82750,9,northeast
214083,2014,chrysler,Town and Country,van,automatic,fl,4.0,19268.0,white,black,19500,19600,59100,1,southeast
206997,2014,chevrolet,Tahoe,suv,automatic,fl,3.7,46972.0,silver,black,37800,37500,59100,1,southeast
380497,2010,dodge,Journey,suv,automatic,nc,3.5,121964.0,gray,gray,5800,6000,61490,4,southeast
222445,2005,bmw,3 Series,sedan,automatic,fl,2.1,97162.0,blue,beige,5100,3850,59100,10,southeast
67730,2008,audi,Q7,suv,automatic,tx,3.0,66960.0,gray,tan,21300,21500,68360,6,southwest
144548,2013,infiniti,G Sedan,sedan,automatic,az,3.8,42999.0,silver,black,19750,20300,63250,2,southwest
235361,2002,nissan,Sentra,sedan,automatic,fl,1.9,214267.0,white,gray,775,700,59100,13,southeast
257064,2006,jeep,Liberty,suv,automatic,fl,2.0,120420.0,blue,gray,4450,4500,59100,9,southeast
132236,2014,ford,Fusion,sedan,automatic,mn,4.7,10946.0,—,black,16250,16800,83200,1,midwest
106361,2013,chevrolet,Impala,sedan,automatic,tx,4.4,29785.0,silver,beige,10800,12700,68360,2,southwest
97208,2006,dodge,Grand Caravan,van,automatic,tx,2.4,119512.0,gold,brown,2400,1600,68360,9,southwest
61102,2012,mercedes-benz,E-Class,sedan,automatic,ca,3.3,14618.0,black,black,27800,28500,77030,3,pacific
283332,2012,honda,Civic,coupe,automatic,nj,3.1,111606.0,gray,gray,7975,7200,82750,3,northeast
94365,2007,chevrolet,Express Cargo,van,automatic,tx,2.8,159669.0,white,gray,5425,7100,68360,8,southwest
67513,2012,chevrolet,Traverse,suv,automatic,tx,3.0,25810.0,gray,gray,16600,16500,68360,3,southwest
468877,2013,chevrolet,Malibu,sedan,automatic,ms,3.6,16551.0,white,black,14500,14800,48460,2,southeast
195418,2002,honda,Accord,sedan,automatic,fl,1.9,227561.0,black,gray,1525,1600,59100,13,southeast
227873,2014,audi,A6,sedan,automatic,fl,4.9,5648.0,gray,beige,41700,42000,59100,1,southeast
435997,2013,ford,F-250 Super Duty,cab,automatic,mo,4.5,28744.0,white,black,44000,44000,71660,2,midwest
414396,2013,ford,F-150,cab,automatic,il,3.5,11965.0,black,gray,21400,23300,73130,2,midwest
159104,2014,ford,C-Max Hybrid,wagon,automatic,tn,4.6,29385.0,black,black,17300,18000,57290,0,southeast
215946,2008,toyota,Highlander,suv,automatic,fl,4.0,120743.0,black,gray,11700,11700,59100,7,southeast
431048,2013,chrysler,200,sedan,automatic,mo,3.4,27270.0,burgundy,black,11400,11300,71660,1,midwest
243395,2007,toyota,Corolla,sedan,automatic,fl,2.8,66950.0,silver,gray,5600,7200,59100,8,southeast
120038,2012,ford,Escape,suv,automatic,pa,4.9,17050.0,blue,gray,17950,17700,73100,3,northeast
331650,2013,ford,Escape,suv,automatic,mi,4.3,44438.0,gray,black,20200,20200,65610,2,midwest
286943,2012,nissan,Altima,sedan,automatic,nj,2.4,37793.0,—,black,11400,9500,82750,3,northeast
141328,2014,volvo,XC60,suv,automatic,az,3.8,10778.0,silver,black,29400,28500,63250,1,southwest
114656,2005,chrysler,300,sedan,automatic,pa,2.0,141281.0,gray,beige,4450,4000,73100,10,northeast
254834,2015,kia,Sorento,suv,automatic,fl,4.8,13369.0,white,black,18950,19200,59100,0,southeast
374076,2012,chevrolet,Sonic,sedan,automatic,va,2.5,19194.0,red,gray,8375,7800,74430,3,southeast
340099,2011,toyota,Sienna,van,automatic,ga,3.7,82051.0,gray,gray,13400,12400,61450,4,southeast
431532,2008,pontiac,Grand Prix,sedan,automatic,mo,3.2,114877.0,blue,black,4125,6400,71660,7,midwest
143089,2013,ford,Mustang,coupe,automatic,az,4.0,69363.0,black,black,12900,13600,63250,2,southwest
394307,2014,toyota,Corolla,sedan,automatic,nc,3.7,39438.0,white,gray,12250,12100,61490,1,southeast
316831,2013,chevrolet,Sonic,hatchback,automatic,oh,2.8,52187.0,blue,black,7925,7400,64520,2,midwest
321403,2012,chrysler,Town and Country,van,automatic,mi,5.0,90080.0,gray,black,10100,12000,65610,2,midwest
15168,2012,honda,Civic,sedan,automatic,ca,2.4,26527.0,gray,gray,12400,12200,77030,3,pacific
289477,2014,hyundai,Elantra,sedan,automatic,nv,4.9,9543.0,blue,gray,13650,13500,62960,0,mountain west
331220,2014,gmc,Sierra 1500,cab,automatic,mi,4.6,8832.0,black,gray,30900,30700,65610,1,midwest
468995,2013,toyota,Camry,sedan,automatic,ms,2.8,52637.0,white,gray,11650,11500,48460,2,southeast
433383,2014,ford,Expedition,suv,automatic,mo,4.1,32560.0,brown,tan,32000,32100,71660,1,midwest
372042,2002,hyundai,Santa Fe,suv,automatic,va,1.9,116964.0,black,gray,2025,1350,74430,13,southeast
452104,2008,honda,Accord,sedan,automatic,ma,2.4,137949.0,silver,gray,6200,5200,82150,7,northeast
267394,2013,ford,F-150,cab,automatic,nj,3.5,38114.0,gray,black,32100,32000,82750,2,northeast
164137,2014,chrysler,200,sedan,automatic,tn,3.8,30246.0,black,black,13400,14100,57290,1,southeast
152404,2014,toyota,Camry,sedan,automatic,wi,3.5,12024.0,white,gray,16800,16900,67090,1,midwest
98121,2013,kia,Optima,sedan,automatic,tx,4.3,41346.0,brown,beige,14700,13900,68360,2,southwest
31327,2012,mercedes-benz,Sprinter,van,automatic,ca,2.3,73630.0,white,black,21600,20000,77030,3,pacific
93593,2003,nissan,Xterra,suv,automatic,tx,2.3,176764.0,red,black,2500,2100,68360,12,southwest
170534,2014,nissan,Versa,sedan,automatic,tn,4.5,15179.0,white,black,10350,9800,57290,1,southeast
199969,2007,toyota,Camry,sedan,automatic,fl,3.8,227097.0,blue,gray,4175,5200,59100,8,southeast
434361,2014,chevrolet,Equinox,suv,automatic,mo,3.7,43105.0,black,gray,17050,17200,71660,1,midwest
413741,2013,ford,Focus,sedan,automatic,il,2.2,30534.0,gray,gray,10950,9600,73130,2,midwest
209120,2015,ford,F-250 Super Duty,cab,automatic,fl,4.9,9232.0,white,black,49500,48200,59100,0,southeast
136186,2013,ford,Escape,suv,automatic,mn,4.1,113830.0,—,gray,11450,10300,83200,2,midwest
431663,2013,dodge,Charger,sedan,automatic,mo,3.5,70311.0,silver,black,13300,12000,71660,1,midwest
240917,2012,hyundai,Genesis,sedan,automatic,fl,3.6,24707.0,black,brown,19450,18600,59100,3,southeast
52078,2014,kia,Forte,sedan,automatic,ca,3.4,40958.0,black,black,10000,10200,77030,1,pacific
442284,2005,ford,Mustang,convertible,manual,mo,2.7,124307.0,yellow,black,6500,6400,71660,10,midwest
152749,2009,bmw,5 Series,sedan,automatic,wi,1.0,88767.0,black,gray,12700,3100,67090,6,midwest
423669,2014,ford,Explorer,suv,automatic,co,4.9,13809.0,white,beige,30300,30500,80610,1,mountain west
392430,2002,ford,F-150,cab,automatic,nc,3.4,172918.0,blue,beige,3225,3900,61490,13,southeast
205166,2013,nissan,Altima,sedan,automatic,fl,3.0,47579.0,gray,black,12700,12800,59100,2,southeast
211513,2015,chrysler,200,sedan,automatic,fl,2.5,6139.0,gray,black,15250,13900,59100,0,southeast
64348,2004,volvo,S60,sedan,automatic,ca,2.6,184330.0,silver,black,1050,800,77030,11,pacific
441336,2009,ford,Fusion,sedan,automatic,mo,2.8,127559.0,silver,black,4175,3100,71660,6,midwest
182134,2004,audi,A4,sedan,automatic,md,3.8,116254.0,red,beige,3300,4200,89090,11,northeast
237063,2012,kia,Forte,sedan,automatic,fl,1.0,50997.0,gray,gray,8950,6600,59100,3,southeast
6839,2003,toyota,4Runner,suv,automatic,ca,2.2,150354.0,white,beige,5725,4000,77030,12,pacific
390310,2013,mazda,Mazda3,sedan,automatic,nc,4.4,12782.0,silver,black,11900,12700,61490,2,southeast
58846,2014,dodge,Grand Caravan,van,automatic,ca,4.0,17215.0,white,black,17050,16800,77030,1,pacific
2121,2011,infiniti,M37,sedan,automatic,ca,2.4,43237.0,black,black,24000,14500,77030,4,pacific
16392,2011,nissan,Maxima,sedan,automatic,ca,3.9,33825.0,black,black,17050,19250,77030,4,pacific
350561,2001,honda,Civic,coupe,automatic,ga,3.8,211384.0,white,tan,1150,2100,61450,14,southeast
69498,2012,chevrolet,Malibu,sedan,automatic,tx,3.5,42216.0,silver,black,12350,12600,68360,2,southwest
227275,2010,nissan,Maxima,sedan,automatic,fl,2.3,83141.0,gray,black,11550,10300,59100,5,southeast
175508,2014,ford,Escape,suv,automatic,tn,4.6,38063.0,—,black,19950,19600,57290,1,southeast
37269,2004,bmw,5 Series,sedan,automatic,ca,3.7,138594.0,black,black,4650,5000,77030,11,pacific
162781,2007,chevrolet,TrailBlazer,suv,automatic,tn,2.9,84910.0,silver,gray,13300,13000,57290,8,southeast
58478,2010,ford,Taurus,sedan,automatic,ca,3.7,130567.0,silver,black,7200,6400,77030,5,pacific
54316,2014,chevrolet,Silverado 1500,cab,automatic,ca,4.4,18746.0,gray,black,26100,26200,77030,1,pacific
396404,2011,volkswagen,Jetta,sedan,automatic,nc,4.1,93436.0,silver,black,6425,9300,61490,4,southeast
460879,2013,chevrolet,Equinox,suv,automatic,wa,3.1,30756.0,black,black,16600,17100,81400,2,pacific
303524,2011,hyundai,Sonata,sedan,automatic,oh,4.9,63986.0,silver,gray,10600,12300,64520,4,midwest
252629,2013,dodge,Dart,sedan,automatic,fl,3.9,22895.0,gray,black,12000,12100,59100,2,southeast
447157,2000,ford,Taurus,sedan,automatic,ny,2.3,104850.0,green,gray,1250,750,70210,15,northeast
244929,2002,gmc,Envoy,suv,automatic,fl,3.0,127195.0,gold,gray,3125,3200,59100,13,southeast
251029,2012,chevrolet,Silverado 1500,cab,automatic,fl,3.4,84678.0,blue,black,11550,11100,59100,3,southeast
426882,2012,volvo,S60,sedan,automatic,co,4.8,36895.0,white,beige,14850,16300,80610,3,mountain west
443106,2008,bmw,X5,suv,automatic,mo,3.6,72068.0,silver,black,16350,15750,71660,7,midwest
254141,2004,honda,Accord,sedan,automatic,fl,1.9,210661.0,blue,gray,2200,2800,59100,11,southeast
175683,2013,hyundai,Santa Fe,suv,automatic,tn,4.3,48032.0,—,gray,17600,17400,57290,2,southeast
302402,2014,kia,Optima,sedan,automatic,oh,4.4,13230.0,white,gray,15450,14500,64520,1,midwest
283097,2008,gmc,Acadia,suv,automatic,nj,3.9,74083.0,silver,gray,11850,12000,82750,7,northeast
430651,2006,dodge,Magnum,wagon,automatic,ut,2.4,107106.0,silver,gray,3325,4500,80200,9,mountain west
171982,2009,chevrolet,Silverado 1500,cab,automatic,tn,2.0,71400.0,white,gray,17350,14000,57290,6,southeast
76026,2012,infiniti,G Sedan,sedan,automatic,tx,4.5,26022.0,black,black,18400,18000,68360,3,southwest
425197,2010,bmw,X5,suv,automatic,co,3.4,53991.0,red,beige,23600,24600,80610,5,mountain west
272640,2012,honda,Civic,sedan,automatic,nj,2.2,24026.0,blue,gray,11450,9300,82750,3,northeast
196712,2005,chrysler,300,sedan,automatic,fl,3.3,84187.0,green,black,6900,5500,59100,10,southeast
291638,2011,bmw,3 Series,sedan,automatic,nv,4.6,28302.0,gray,gray,19800,22500,62960,4,mountain west
356945,2013,mercedes-benz,C-Class,sedan,automatic,ga,2.8,43027.0,gray,black,19150,18300,61450,2,southeast
390895,2012,ford,Fusion,sedan,automatic,nc,3.7,34207.0,black,black,11900,10300,61490,3,southeast
88906,2003,chevrolet,Silverado 1500,cab,automatic,tx,2.3,90543.0,green,beige,6925,6900,68360,12,southwest
413723,2014,acura,RDX,suv,automatic,il,4.1,23192.0,black,tan,28700,28200,73130,1,midwest
267053,2006,chevrolet,TrailBlazer,suv,automatic,nj,3.3,131765.0,blue,gray,3525,3700,82750,9,northeast
333556,2004,chevrolet,Avalanche,cab,automatic,mi,2.8,146596.0,black,tan,6375,6100,65610,11,midwest
131515,2015,audi,Q5,suv,automatic,pa,5.0,4863.0,silver,black,40500,40600,73100,0,northeast
111829,2012,nissan,Leaf,hatchback,automatic,pa,4.4,27037.0,white,beige,10400,10900,73100,3,northeast
323790,2006,chrysler,Town and Country,van,automatic,mi,1.9,110854.0,gold,tan,3175,1600,65610,9,midwest
256420,2012,nissan,Altima,coupe,automatic,fl,3.7,85500.0,white,beige,12350,12600,59100,3,southeast
322720,2011,chevrolet,Equinox,suv,automatic,mi,4.1,108207.0,black,black,9700,9000,65610,4,midwest
143557,2014,ford,Explorer,suv,automatic,az,3.7,41899.0,gray,black,26800,26500,63250,1,southwest
166560,2003,ford,Crown Victoria,sedan,automatic,tn,2.4,264873.0,gold,tan,600,1100,57290,12,southeast
170598,2013,infiniti,G Sedan,sedan,automatic,tn,2.9,11790.0,black,black,22700,22400,57290,2,southeast
203435,2007,toyota,Sienna,van,automatic,fl,3.9,88381.0,white,gray,6325,9400,59100,8,southeast
131648,2007,chevrolet,Colorado,cab,automatic,pa,2.9,99237.0,blue,black,10900,11500,73100,8,northeast
290421,2012,toyota,Camry,sedan,automatic,nv,4.1,53318.0,silver,beige,12100,13250,62960,2,mountain west
414220,2011,nissan,Rogue,suv,automatic,il,3.3,38852.0,white,beige,15000,16000,73130,4,midwest
335193,2004,kia,Sedona,van,automatic,ga,3.6,140961.0,silver,gray,1075,1500,61450,10,southeast
443421,2012,nissan,Sentra,sedan,automatic,mo,4.3,27753.0,white,gray,10200,11000,71660,3,midwest
9955,2014,honda,CR-V,suv,automatic,ca,4.1,21010.0,white,beige,19550,20600,77030,0,pacific
462856,2008,jeep,Wrangler,suv,manual,wa,3.9,84521.0,red,gray,13700,14300,81400,7,pacific
144251,2012,ford,Focus,hatchback,automatic,az,2.3,58913.0,silver,black,8650,7400,63250,3,southwest
328048,2014,ford,F-150,cab,automatic,mi,4.6,28561.0,white,gray,27600,27000,65610,1,midwest
142844,2012,cadillac,SRX,suv,automatic,az,3.4,35076.0,black,black,22500,22600,63250,3,southwest
420601,2015,buick,Verano,sedan,automatic,il,4.0,17184.0,white,gray,16750,17100,73130,0,midwest
147472,2011,chevrolet,Malibu,sedan,automatic,az,3.4,42752.0,black,black,9825,10500,63250,4,southwest
134169,2012,volkswagen,Passat,sedan,automatic,mn,4.1,62221.0,gray,black,10500,11500,83200,3,midwest
158934,2011,infiniti,G Sedan,sedan,automatic,tn,3.4,50314.0,black,tan,18550,18000,57290,3,southeast
360126,2008,lexus,LS 460,sedan,automatic,ga,3.4,113617.0,gray,black,24800,19750,61450,7,southeast
413646,2012,honda,Accord,sedan,automatic,il,2.9,36444.0,white,tan,15950,15500,73130,3,midwest
145890,2014,infiniti,QX60,suv,automatic,az,3.6,30479.0,gray,black,31000,30000,63250,1,southwest
434469,2010,chevrolet,Equinox,suv,automatic,mo,2.9,72094.0,silver,gray,9525,10400,71660,5,midwest
24008,2013,ford,Escape,suv,automatic,ca,4.7,28941.0,green,beige,17750,18600,77030,2,pacific
321569,2013,chevrolet,Silverado 1500,cab,automatic,mi,4.2,47893.0,black,black,18700,20000,65610,2,midwest
181390,2000,toyota,Corolla,sedan,automatic,md,2.7,112088.0,silver,gray,1550,1900,89090,15,northeast
337549,2010,ford,F-150,cab,automatic,ga,4.4,68778.0,gray,gray,25800,27100,61450,5,southeast
21519,2013,chrysler,200,sedan,automatic,ca,1.0,34086.0,red,black,10800,9800,77030,2,pacific
44016,2013,mercedes-benz,GLK-Class,suv,automatic,ca,3.9,20277.0,black,black,30200,29750,77030,2,pacific
248605,2014,infiniti,Q50,sedan,automatic,fl,4.8,8541.0,gray,black,30800,30400,59100,1,southeast
27401,2003,toyota,Matrix,wagon,automatic,ca,2.2,154860.0,black,black,2875,3400,77030,12,pacific
429694,2014,toyota,Camry,sedan,automatic,ut,1.0,22391.0,white,black,16150,11200,80200,1,mountain west
206977,2008,chevrolet,Silverado 2500HD,cab,automatic,fl,2.8,119495.0,white,gray,23500,25000,59100,7,southeast
233009,2005,lexus,ES 330,sedan,automatic,fl,2.8,104485.0,gray,gray,7700,6900,59100,10,southeast
120141,2008,nissan,Pathfinder,suv,automatic,pa,3.7,55949.0,beige,beige,10550,12900,73100,7,northeast
256746,2009,chrysler,Sebring,sedan,automatic,fl,3.7,145921.0,white,—,3550,2200,59100,6,southeast
39753,2013,jeep,Wrangler,suv,automatic,ca,4.2,44254.0,white,black,23700,25700,77030,2,pacific
105920,2011,kia,Sorento,suv,automatic,tx,1.9,55005.0,off-white,tan,10700,9000,68360,4,southwest
135346,2013,dodge,Grand Caravan,van,automatic,mn,4.6,68919.0,beige,black,11750,13400,83200,2,midwest
441280,2009,ford,Focus,coupe,automatic,mo,2.0,74122.0,silver,black,6300,4700,71660,6,midwest
86399,2009,chevrolet,Cobalt,sedan,automatic,tx,1.9,71439.0,black,gray,4900,3700,68360,6,southwest
208790,2011,nissan,Maxima,sedan,automatic,fl,4.3,12974.0,black,black,18300,19200,59100,4,southeast
35756,2008,dodge,Avenger,sedan,automatic,ca,2.8,122831.0,silver,gray,3450,4200,77030,7,pacific
317451,2005,volkswagen,Passat,wagon,automatic,oh,2.4,102329.0,gray,gray,3125,1700,64520,10,midwest
310017,2014,kia,Optima,sedan,automatic,oh,4.6,13337.0,beige,tan,15600,14800,64520,1,midwest
87653,2013,chevrolet,Impala,sedan,automatic,tx,2.8,56528.0,gray,gray,9775,9600,68360,2,southwest
238310,2013,porsche,Cayenne,suv,automatic,fl,3.2,19675.0,black,black,71000,71000,59100,2,southeast
443694,2013,nissan,Leaf,hatchback,automatic,mo,4.5,33259.0,white,black,8100,8600,71660,2,midwest
210651,1994,mercedes-benz,E-Class,sedan,automatic,fl,2.0,50425.0,gray,gray,750,2500,59100,21,southeast
298207,2014,toyota,Sienna,van,automatic,nv,3.8,29878.0,burgundy,gray,21900,22200,62960,1,mountain west
104296,2011,chevrolet,Traverse,suv,automatic,tx,3.4,54254.0,silver,gray,14800,14000,68360,4,southwest
279165,2013,dodge,Grand Caravan,van,automatic,nj,4.1,62587.0,red,tan,12050,12600,82750,2,northeast
458231,2011,toyota,Camry,sedan,automatic,la,1.9,62769.0,—,gray,11400,9200,55590,4,southeast
154309,2012,honda,Accord,sedan,automatic,wi,2.4,42760.0,silver,black,12800,11700,67090,3,midwest
70571,2005,ford,F-150,cab,automatic,tx,3.1,176107.0,blue,black,6775,7100,68360,10,southwest
46587,2011,bmw,3 Series,coupe,automatic,ca,4.1,48108.0,silver,beige,18450,20250,77030,4,pacific
128618,2006,mercedes-benz,M-Class,suv,automatic,pa,3.3,102466.0,—,black,9675,10700,73100,9,northeast
461947,2001,bmw,3 Series,coupe,manual,wa,2.8,157534.0,blue,beige,2825,2800,81400,14,pacific
438005,2009,mercedes-benz,SLK-Class,convertible,automatic,mo,4.8,34032.0,red,tan,21800,22000,71660,6,midwest
81543,2010,dodge,Ram Pickup 1500,cab,automatic,tx,3.1,78676.0,white,tan,14800,15500,68360,5,southwest
240266,2012,nissan,Altima,sedan,automatic,fl,4.2,44412.0,white,black,10950,12400,59100,3,southeast
41079,2012,mercedes-benz,S-Class,sedan,automatic,ca,4.5,85797.0,black,black,30700,28250,77030,3,pacific
263420,2003,buick,LeSabre,sedan,automatic,ne,3.5,126087.0,white,tan,2800,3700,73200,12,midwest
150757,2014,toyota,Corolla,sedan,automatic,wi,2.0,4433.0,red,gray,14550,7300,67090,1,midwest
370697,1997,toyota,Camry,sedan,automatic,va,1.9,135107.0,green,gray,1625,1450,74430,18,southeast
460058,2012,nissan,Versa,hatchback,automatic,wa,3.7,35504.0,blue,gray,8625,10000,81400,3,pacific
91020,2006,nissan,Murano,suv,automatic,tx,2.8,92304.0,gray,black,8025,8700,68360,9,southwest
16840,2014,kia,Sorento,suv,automatic,ca,4.4,25920.0,silver,gray,16900,16900,77030,1,pacific
60951,2011,porsche,Cayenne,suv,automatic,ca,4.4,45944.0,white,tan,52500,53250,77030,4,pacific
326152,2008,ford,F-150,cab,automatic,mi,4.8,134724.0,black,gray,11000,10500,65610,7,midwest
301063,2013,bmw,3 Series,sedan,automatic,oh,4.1,41923.0,black,black,24500,23500,64520,2,midwest
239949,2014,ford,Fusion,sedan,automatic,fl,4.1,28258.0,—,black,17900,17600,59100,1,southeast
344333,2004,nissan,Armada,suv,automatic,ga,2.5,184746.0,gold,brown,4425,4300,61450,11,southeast
422356,2012,nissan,Altima,sedan,automatic,il,2.7,22014.0,blue,black,12350,13800,73130,3,midwest
241895,2014,chrysler,Town and Country,van,automatic,fl,4.0,15776.0,silver,black,20200,19800,59100,1,southeast
157618,2008,bmw,3 Series,sedan,automatic,tn,2.3,65543.0,gray,black,11050,8500,57290,7,southeast
232390,2012,infiniti,G Coupe,coupe,automatic,fl,4.7,28474.0,blue,gray,22200,21200,59100,3,southeast
119067,2012,ford,Escape,suv,automatic,pa,1.9,86902.0,white,gray,9550,8300,73100,3,northeast
51618,2012,jaguar,XK,convertible,automatic,ca,3.5,14692.0,silver,beige,52800,46500,77030,3,pacific
91792,2008,ford,F-150,cab,automatic,tx,3.4,138952.0,black,beige,11300,11200,68360,7,southwest
409373,2014,chevrolet,Equinox,suv,automatic,il,4.0,16448.0,silver,black,21500,21500,73130,1,midwest
343100,2010,mercedes-benz,S-Class,sedan,automatic,ga,4.3,41033.0,black,black,34600,36200,61450,5,southeast
447537,2011,ford,Edge,suv,automatic,ny,3.8,82876.0,white,gray,16950,15400,70210,4,northeast
5757,2007,cadillac,Escalade ESV,suv,automatic,ca,3.9,132073.0,silver,black,15600,15750,77030,7,pacific
282953,2008,hyundai,Santa Fe,suv,automatic,nj,3.6,103255.0,blue,black,9350,8200,82750,7,northeast
275449,2012,honda,Civic,coupe,automatic,nj,3.1,44800.0,silver,gray,9925,9500,82750,3,northeast
400238,2007,lexus,ES 350,sedan,automatic,in,3.8,114702.0,white,tan,9650,8800,62930,8,midwest
306741,2013,audi,Q5,suv,automatic,oh,4.4,29516.0,black,black,36000,38000,64520,2,midwest
223692,2011,mazda,Mazda3,hatchback,automatic,fl,3.6,32153.0,gray,black,11900,11800,59100,4,southeast
388914,2007,dodge,Caliber,wagon,automatic,nc,2.3,148562.0,white,gray,2525,2500,61490,8,southeast
43890,2014,mercedes-benz,C-Class,sedan,automatic,ca,3.9,13104.0,gray,gray,27600,27250,77030,1,pacific
32347,2014,chevrolet,Cruze,sedan,automatic,ca,2.6,39904.0,black,black,11600,11500,77030,1,pacific
165978,2014,ford,F-150,cab,automatic,tn,4.8,13141.0,orange,gray,28100,27300,57290,1,southeast
426296,2013,ford,Focus,hatchback,automatic,co,4.8,17397.0,red,black,12050,14000,80610,2,mountain west
446973,2011,chevrolet,Traverse,suv,automatic,ny,3.8,123036.0,gray,black,9725,9400,70210,4,northeast
137948,2013,scion,FR-S,coupe,automatic,mn,4.7,11038.0,red,black,18700,18800,83200,2,midwest
323089,2007,volkswagen,Jetta,sedan,automatic,mi,2.8,113199.0,silver,gray,4175,4300,65610,8,midwest
273536,2012,ford,Escape,suv,automatic,nj,2.2,38881.0,gray,black,18250,14200,82750,3,northeast
201624,2012,volkswagen,Jetta,sedan,automatic,fl,4.8,17050.0,gray,black,11500,13000,59100,3,southeast
84578,2012,dodge,Grand Caravan,van,automatic,tx,3.7,128319.0,silver,gray,6275,7000,68360,3,southwest
164662,2013,toyota,Highlander,suv,automatic,tn,4.4,58978.0,black,gray,22000,22600,57290,2,southeast
